loan_amnt,grade,annual_inc,issue_d,loan_status,dti,earliest_cr_line
10000.0,F,26000.0,Nov-2015,Charged Off,26.82,Mar-2000
5000.0,B,30000.0,Dec-2015,Fully Paid,24.32,Oct-1999
7500.0,A,32784.0,Nov-2015,Fully Paid,25.07,Oct-1976
17000.0,C,150000.0,Nov-2015,Fully Paid,12.1,Oct-2001
15000.0,B,40000.0,Nov-2015,Current,13.53,May-2001
6000.0,B,75000.0,Nov-2015,Fully Paid,19.38,Oct-2000
20000.0,D,53580.0,Nov-2015,Fully Paid,34.63,Apr-2009
8000.0,C,85000.0,Nov-2015,Charged Off,24.81,Jan-2002
35000.0,B,100000.0,Nov-2015,Fully Paid,10.03,Jul-1991
6000.0,A,91000.0,Dec-2015,Fully Paid,7.93,Aug-1986
12800.0,A,145000.0,Dec-2015,Charged Off,18.93,Apr-1997
20000.0,C,55000.0,Nov-2015,Charged Off,6.09,Sep-1999
15000.0,A,85000.0,Nov-2015,Fully Paid,20.21,Jul-2001
24000.0,A,150000.0,Dec-2015,Current,14.48,Nov-1999
3600.0,D,24612.0,Nov-2015,Fully Paid,23.74,Sep-2003
4800.0,D,35000.0,Nov-2015,Charged Off,9.84,Dec-2011
10000.0,C,52000.0,Nov-2015,Current,20.38,May-1996
14000.0,C,62000.0,Nov-2015,Fully Paid,26.96,Jan-2004
24000.0,B,100000.0,Nov-2015,Fully Paid,24.49,Mar-1994
14000.0,B,77000.0,Nov-2015,Fully Paid,25.05,Dec-1991
35000.0,C,325000.0,Nov-2015,Fully Paid,3.32,Oct-1990
1800.0,B,59600.0,Nov-2015,Fully Paid,11.08,Aug-2008
8000.0,B,75000.0,Nov-2015,Fully Paid,10.56,Apr-2011
12000.0,D,119000.0,Nov-2015,Fully Paid,7.7,Sep-2003
6000.0,B,65000.0,Nov-2015,Fully Paid,22.34,Aug-1990
26000.0,A,108000.0,Nov-2015,Fully Paid,33.2,Feb-1984
7200.0,B,60000.0,Nov-2015,Charged Off,27.1,Jun-1998
15000.0,B,93000.0,Nov-2015,Fully Paid,21.47,Apr-1996
35000.0,C,130000.0,Nov-2015,Fully Paid,18.34,Oct-1989
7125.0,D,21000.0,Nov-2015,Fully Paid,29.83,Jul-1989
21000.0,B,160000.0,Nov-2015,Charged Off,11.18,Oct-1998
20000.0,C,60000.0,Nov-2015,Fully Paid,23.86,Sep-2010
17600.0,B,40000.0,Nov-2015,Fully Paid,16.56,Mar-2008
7900.0,D,50000.0,Nov-2015,Charged Off,26.6,Oct-2003
12600.0,B,45000.0,Nov-2015,Fully Paid,30.83,Jul-2003
10000.0,A,40000.0,Nov-2015,Fully Paid,11.94,Jul-2005
30000.0,B,150000.0,Nov-2015,Fully Paid,20.72,Feb-1988
14000.0,B,83000.0,Nov-2015,Fully Paid,11.94,Mar-1997
20225.0,C,44000.0,Nov-2015,Fully Paid,28.29,Aug-1995
4000.0,C,23000.0,Nov-2015,Charged Off,28.29,Oct-2000
16000.0,D,55000.0,Nov-2015,Fully Paid,23.06,Feb-1995
10000.0,B,85000.0,Nov-2015,Charged Off,8.7,Nov-1997
9925.0,D,38400.0,Nov-2015,Fully Paid,24.61,Jan-2006
14000.0,C,140000.0,Nov-2015,Charged Off,8.13,Apr-1998
5500.0,B,65000.0,Nov-2015,Fully Paid,15.94,Jan-2004
35000.0,C,225000.0,Dec-2015,Fully Paid,20.12,Nov-1984
12000.0,A,101000.0,Nov-2015,Fully Paid,13.55,May-1999
1450.0,C,50000.0,Nov-2015,Fully Paid,16.87,Feb-1986
16000.0,A,78000.0,Nov-2015,Fully Paid,15.12,Apr-1995
7500.0,B,34100.0,Nov-2015,Fully Paid,7.81,May-1983
3500.0,B,160000.0,Dec-2015,Fully Paid,4.43,Sep-1990
14000.0,A,65000.0,Nov-2015,Fully Paid,10.95,Jan-2004
8925.0,F,46500.0,Nov-2015,Fully Paid,13.83,Aug-2012
10000.0,C,30000.0,Nov-2015,Current,20.2,Jan-1995
16000.0,D,38000.0,Nov-2015,Charged Off,35.31,Jun-2001
11650.0,C,32400.0,Nov-2015,Fully Paid,6.74,Apr-2003
2000.0,C,52000.0,Nov-2015,Charged Off,27.56,Sep-1999
13650.0,C,110000.0,Nov-2015,Fully Paid,5.87,Oct-1993
18000.0,B,98000.0,Nov-2015,Fully Paid,25.14,Nov-1999
14125.0,D,75000.0,Nov-2015,Current,7.84,Jan-1998
19800.0,E,55000.0,Dec-2015,Charged Off,29.85,Jun-2002
18050.0,A,65000.0,Nov-2015,Charged Off,8.99,Apr-2006
20000.0,A,240000.0,Nov-2015,Fully Paid,7.03,Oct-1994
7200.0,D,25000.0,Dec-2015,Fully Paid,29.43,Sep-2009
6000.0,D,28000.0,Nov-2015,Fully Paid,3.81,Sep-2006
6000.0,B,50000.0,Dec-2015,Fully Paid,11.35,May-2008
11200.0,C,34000.0,Nov-2015,Current,17.79,Aug-2005
28000.0,A,112000.0,Nov-2015,Fully Paid,26.69,Sep-1990
15200.0,E,38000.0,Nov-2015,Fully Paid,16.39,Jun-2003
16200.0,E,45000.0,Nov-2015,Charged Off,4.51,Jan-2006
14000.0,A,59100.0,Nov-2015,Fully Paid,22.09,Jun-1998
18000.0,B,46000.0,Nov-2015,Charged Off,23.95,Mar-2001
6100.0,C,48000.0,Nov-2015,Fully Paid,10.55,Nov-1999
6000.0,A,62000.0,Nov-2015,Fully Paid,7.57,Aug-1983
18000.0,B,90000.0,Dec-2015,Charged Off,10.69,Nov-1995
1500.0,B,110000.0,Dec-2015,Fully Paid,23.66,May-1998
15850.0,F,67000.0,Nov-2015,Charged Off,38.96,Jun-2002
10000.0,B,65000.0,Nov-2015,Current,12.95,Aug-2002
6000.0,A,63000.0,Nov-2015,Fully Paid,20.95,Apr-2001
12150.0,C,33000.0,Nov-2015,Fully Paid,32.31,Aug-1994
20000.0,C,85000.0,Nov-2015,Charged Off,11.39,Aug-2003
16000.0,D,77000.0,Nov-2015,Fully Paid,20.15,Aug-2000
5600.0,C,57000.0,Nov-2015,Fully Paid,14.38,May-2001
16000.0,C,55692.0,Nov-2015,Fully Paid,33.74,Jan-1996
23000.0,B,112000.0,Nov-2015,Fully Paid,23.65,Jan-2006
10250.0,D,35000.0,Dec-2015,Fully Paid,5.76,Mar-1981
21000.0,B,51000.0,Nov-2015,Current,4.33,Aug-2000
4600.0,C,32240.0,Dec-2015,Fully Paid,33.52,Nov-1990
12500.0,C,50000.0,Nov-2015,Fully Paid,15.17,Jan-2004
20000.0,C,93523.0,Nov-2015,Current,24.07,Jun-1995
14000.0,C,40000.0,Nov-2015,Current,14.82,Oct-2009
18150.0,E,66000.0,Nov-2015,Fully Paid,32.18,Sep-1985
21000.0,A,99000.0,Dec-2015,Fully Paid,6.45,May-1993
30000.0,C,82000.0,Nov-2015,Charged Off,8.57,Jun-2000
24000.0,B,85000.0,Nov-2015,Current,21.78,Mar-1996
6375.0,B,52000.0,Nov-2015,Fully Paid,13.13,Jun-1994
3200.0,B,45000.0,Nov-2015,Fully Paid,17.31,Dec-1988
30000.0,C,145000.0,Nov-2015,Fully Paid,21.08,Aug-1999
2000.0,B,60000.0,Nov-2015,Fully Paid,19.62,Jan-2001
25000.0,C,192000.0,Dec-2015,Charged Off,22.49,Feb-2001
10000.0,C,40000.0,Nov-2015,Fully Paid,3.6,May-1996
35000.0,C,145000.0,Nov-2015,Fully Paid,12.74,Oct-1975
7175.0,D,55000.0,Nov-2015,Fully Paid,11.6,Jan-2004
11900.0,D,35000.0,Nov-2015,Fully Paid,33.9,Dec-2006
10000.0,C,65000.0,Nov-2015,Fully Paid,7.55,Apr-1992
12000.0,A,70000.0,Nov-2015,Fully Paid,16.72,Oct-1975
14000.0,B,45000.0,Nov-2015,Fully Paid,17.81,Sep-2005
25000.0,B,160000.0,Nov-2015,Current,21.3,Aug-2000
9000.0,B,103000.0,Dec-2015,Fully Paid,14.46,Mar-2002
15000.0,C,80000.0,Nov-2015,Current,5.04,Feb-2004
5025.0,D,33936.0,Dec-2015,Fully Paid,34.69,Nov-1980
9050.0,B,75000.0,Nov-2015,Fully Paid,27.47,Sep-1999
6025.0,D,41000.0,Nov-2015,Fully Paid,11.24,Jan-2002
3400.0,A,40000.0,Nov-2015,Fully Paid,26.82,Sep-2003
20500.0,C,51830.0,Nov-2015,Current,30.24,Mar-2000
12800.0,B,140000.0,Nov-2015,Charged Off,14.32,Apr-1997
16000.0,B,160000.0,Nov-2015,Fully Paid,12.75,Oct-1999
10000.0,B,107000.0,Nov-2015,Charged Off,16.63,Dec-1995
10125.0,A,53488.0,Nov-2015,Fully Paid,12.06,Nov-2004
10000.0,A,45000.0,Nov-2015,Fully Paid,25.49,Jul-1995
3000.0,C,70000.0,Nov-2015,Fully Paid,14.18,Sep-2005
18000.0,F,40000.0,Nov-2015,Charged Off,34.2,Apr-1991
20000.0,C,92000.0,Nov-2015,Fully Paid,19.7,Feb-2005
15000.0,C,64000.0,Dec-2015,Charged Off,7.78,Jan-2005
16000.0,B,126000.0,Nov-2015,Charged Off,14.43,May-2006
35000.0,D,105629.0,Nov-2015,Charged Off,34.57,Jul-2003
24000.0,C,134400.0,Nov-2015,Fully Paid,6.97,Jul-2005
10000.0,C,35000.0,Nov-2015,Fully Paid,28.09,Nov-1999
10000.0,C,35000.0,Nov-2015,Fully Paid,27.15,Apr-2005
10000.0,C,45000.0,Dec-2015,Fully Paid,17.57,Nov-1996
9350.0,D,26000.0,Dec-2015,Charged Off,12.97,Aug-1999
24000.0,C,117000.0,Nov-2015,Fully Paid,13.27,Oct-1992
15000.0,C,70000.0,Nov-2015,Charged Off,19.01,Mar-2005
17500.0,C,48800.0,Nov-2015,Charged Off,30.61,Feb-2002
5000.0,B,117000.0,Nov-2015,Fully Paid,16.23,Feb-1995
5300.0,B,80000.0,Dec-2015,Fully Paid,5.25,Dec-1997
25000.0,C,112000.0,Nov-2015,Current,13.96,Feb-1983
25000.0,A,170000.0,Nov-2015,Fully Paid,1.28,Aug-1999
10000.0,C,50000.0,Nov-2015,Fully Paid,20.72,May-2005
20000.0,B,101000.0,Nov-2015,Fully Paid,14.12,Apr-1996
15000.0,B,78000.0,Nov-2015,Fully Paid,19.11,Sep-2002
15000.0,C,40000.0,Nov-2015,Current,23.58,Nov-2005
6000.0,E,40000.0,Dec-2015,Charged Off,11.06,Aug-2012
9575.0,D,65000.0,Nov-2015,Fully Paid,14.12,Dec-2005
7000.0,A,34000.0,Nov-2015,Fully Paid,17.37,Oct-1991
10000.0,A,125000.0,Dec-2015,Fully Paid,16.33,May-1996
14400.0,B,55500.0,Nov-2015,Fully Paid,24.24,Jun-1994
10000.0,A,49000.0,Nov-2015,Fully Paid,20.27,Sep-2004
2000.0,A,78000.0,Nov-2015,Fully Paid,16.58,Sep-1990
9000.0,B,18000.0,Nov-2015,Fully Paid,38.88,Oct-2002
11300.0,A,51000.0,Nov-2015,Fully Paid,25.69,Sep-2003
21000.0,B,80000.0,Dec-2015,Charged Off,21.26,Dec-1988
15000.0,A,55000.0,Nov-2015,Fully Paid,27.41,Apr-1999
3000.0,C,41000.0,Dec-2015,Fully Paid,14.11,Oct-1999
10000.0,B,33329.0,Dec-2015,Fully Paid,27.98,Oct-2004
30000.0,D,120000.0,Nov-2015,Charged Off,18.11,Jan-1999
21000.0,B,50000.0,Nov-2015,Fully Paid,5.26,Nov-2002
20000.0,A,90000.0,Nov-2015,Charged Off,22.97,Jul-1993
19975.0,E,49000.0,Nov-2015,Charged Off,26.92,Nov-1996
35000.0,D,91000.0,Dec-2015,Fully Paid,26.72,Aug-1993
17350.0,E,73000.0,Nov-2015,Charged Off,21.01,Mar-2004
15000.0,C,100000.0,Nov-2015,Fully Paid,12.78,Jun-1993
32500.0,D,65000.0,Nov-2015,Fully Paid,16.84,Oct-1999
8125.0,D,28800.0,Nov-2015,Fully Paid,9.46,Oct-2004
6025.0,B,48400.0,Nov-2015,Fully Paid,12.25,Oct-2001
17600.0,E,40000.0,Nov-2015,Fully Paid,24.75,May-1990
12000.0,D,45000.0,Nov-2015,Fully Paid,31.39,Apr-1989
16800.0,C,87000.0,Nov-2015,Charged Off,18.15,Feb-2003
10000.0,B,45320.0,Nov-2015,Fully Paid,6.62,Jul-2005
24000.0,A,96000.0,Nov-2015,Fully Paid,12.41,Jan-1996
32000.0,B,125000.0,Nov-2015,Fully Paid,15.5,Jul-1990
10000.0,B,60000.0,Nov-2015,Fully Paid,32.8,Jan-1996
23000.0,E,68500.0,Dec-2015,Fully Paid,18.43,Mar-1995
12000.0,C,62500.0,Nov-2015,Current,17.4,Sep-2005
16800.0,C,76000.0,Nov-2015,Current,11.37,Jun-2004
20000.0,C,62000.0,Nov-2015,Fully Paid,13.59,Mar-2007
10000.0,E,72000.0,Nov-2015,Charged Off,23.07,Feb-2003
6000.0,B,38000.0,Nov-2015,Fully Paid,24.01,Feb-2003
35000.0,B,114000.0,Nov-2015,Fully Paid,15.48,Jun-1988
12000.0,A,96000.0,Dec-2015,Fully Paid,4.67,Sep-2000
35000.0,E,140000.0,Nov-2015,Current,14.38,Nov-2002
12000.0,D,47376.0,Nov-2015,Charged Off,39.31,Aug-2010
24000.0,A,90000.0,Nov-2015,Fully Paid,20.92,Aug-1996
6725.0,D,25000.0,Nov-2015,Fully Paid,39.85,Mar-2000
12000.0,C,26133.48,Dec-2015,Charged Off,17.68,Jun-1991
24525.0,E,68474.0,Nov-2015,Current,27.8,Mar-1988
2300.0,E,76000.0,Nov-2015,Fully Paid,13.09,Dec-2001
28000.0,C,100000.0,Nov-2015,Fully Paid,20.42,Feb-1991
20000.0,C,49000.0,Nov-2015,Charged Off,30.45,Dec-2006
10000.0,C,58000.0,Nov-2015,Fully Paid,27.06,Oct-1995
25000.0,C,135000.0,Nov-2015,Current,18.97,Feb-1989
15000.0,B,63500.0,Nov-2015,Fully Paid,22.3,Dec-1996
15000.0,C,65000.0,Nov-2015,Fully Paid,12.48,Jul-2003
3000.0,C,61000.0,Nov-2015,Fully Paid,26.34,Mar-2007
20000.0,C,48000.0,Nov-2015,Fully Paid,26.48,Aug-2008
13000.0,B,53000.0,Nov-2015,Charged Off,20.19,Aug-1989
15000.0,D,72000.0,Dec-2015,Current,34.1,Dec-1998
10000.0,D,50000.0,Nov-2015,Fully Paid,25.2,Sep-1987
6000.0,A,35000.0,Nov-2015,Fully Paid,22.84,Jun-2000
28600.0,E,65000.0,Nov-2015,Current,23.42,Oct-1996
10400.0,A,55000.0,Nov-2015,Fully Paid,15.1,Dec-1996
10400.0,E,36000.0,Dec-2015,Fully Paid,22.83,Sep-2010
12000.0,C,29000.0,Nov-2015,Charged Off,23.17,Jul-2010
6000.0,B,24000.0,Nov-2015,Fully Paid,15.0,Feb-2001
9000.0,B,96000.0,Nov-2015,Fully Paid,23.96,Jun-1995
10000.0,D,28080.0,Nov-2015,Current,35.21,Dec-2006
15000.0,A,87035.0,Nov-2015,Fully Paid,33.93,Dec-1996
18000.0,B,118000.0,Nov-2015,Fully Paid,11.48,Aug-1989
10000.0,A,71000.0,Nov-2015,Fully Paid,13.8,Sep-2005
8000.0,B,50000.0,Nov-2015,Fully Paid,4.03,Feb-1999
8000.0,A,60000.0,Nov-2015,Fully Paid,4.49,Aug-2000
12000.0,C,170000.0,Nov-2015,Fully Paid,20.43,Mar-1985
18050.0,B,60000.0,Dec-2015,Fully Paid,10.48,Jan-1993
15300.0,D,40000.0,Nov-2015,Current,33.39,Apr-1999
15000.0,B,110000.0,Nov-2015,Charged Off,6.37,Nov-1996
6900.0,C,65000.0,Nov-2015,Fully Paid,26.64,Sep-1994
20000.0,C,130400.0,Nov-2015,Fully Paid,10.45,Apr-2004
18000.0,B,85000.0,Nov-2015,Fully Paid,7.62,Jul-2002
8400.0,B,71000.0,Nov-2015,Charged Off,35.82,Mar-1996
11050.0,C,110000.0,Nov-2015,Charged Off,14.95,Jun-1985
20000.0,B,130000.0,Nov-2015,Charged Off,23.95,May-2000
15000.0,B,115000.0,Nov-2015,Fully Paid,16.79,Feb-2000
25000.0,A,125000.0,Dec-2015,Fully Paid,14.08,Jan-1999
18025.0,E,77000.0,Nov-2015,Fully Paid,13.33,Nov-2003
16000.0,A,125000.0,Nov-2015,Fully Paid,9.28,May-1999
10000.0,B,48000.0,Nov-2015,Current,30.65,Dec-1990
5200.0,C,35828.0,Nov-2015,Fully Paid,38.13,Jun-1982
5000.0,B,58000.0,Nov-2015,Fully Paid,13.26,Feb-2003
14675.0,C,80000.0,Nov-2015,Fully Paid,9.8,Sep-1999
8050.0,B,33000.0,Nov-2015,Fully Paid,15.74,Nov-1996
25000.0,C,100000.0,Nov-2015,Fully Paid,37.42,May-1983
21000.0,B,105000.0,Nov-2015,Fully Paid,15.62,Dec-1985
20000.0,B,80000.0,Dec-2015,Fully Paid,36.69,Apr-1975
19000.0,B,70000.0,Nov-2015,Fully Paid,19.53,Jun-2005
20800.0,E,92000.0,Nov-2015,Fully Paid,11.15,Oct-1999
35000.0,D,84000.0,Nov-2015,Current,15.27,Oct-2007
17250.0,E,64108.0,Nov-2015,Current,30.27,Oct-1997
33875.0,B,77000.0,Nov-2015,Fully Paid,11.03,Sep-1992
12025.0,D,51000.0,Nov-2015,Current,33.08,Jul-2006
30000.0,D,250000.0,Nov-2015,Current,9.53,Apr-2000
14000.0,B,50000.0,Nov-2015,Charged Off,15.52,Sep-2010
26000.0,C,69906.0,Nov-2015,Charged Off,30.49,Jan-1983
12000.0,D,43500.0,Nov-2015,Fully Paid,21.66,Apr-2003
4000.0,B,85000.0,Nov-2015,Fully Paid,15.06,Jul-1997
10000.0,C,35000.0,Dec-2015,Fully Paid,14.13,Jun-1994
7000.0,B,67000.0,Dec-2015,Fully Paid,3.87,Feb-2001
35000.0,D,155000.0,Nov-2015,Current,30.1,Mar-1994
2000.0,B,70000.0,Nov-2015,Fully Paid,28.25,Jan-2001
20000.0,B,144560.0,Nov-2015,Current,17.64,Sep-1997
8000.0,B,27924.0,Dec-2015,Fully Paid,29.31,Dec-2004
15825.0,D,41000.0,Nov-2015,Current,26.73,Feb-1996
35000.0,D,98000.0,Nov-2015,Fully Paid,8.16,Dec-2006
24000.0,B,218000.0,Nov-2015,Fully Paid,13.7,Jul-2003
12000.0,D,30000.0,Nov-2015,Fully Paid,6.2,Nov-1998
30000.0,B,70000.0,Nov-2015,Fully Paid,20.86,Jul-2004
3500.0,D,21000.0,Nov-2015,Fully Paid,19.89,Feb-2012
35000.0,B,93500.0,Dec-2015,Charged Off,29.33,Sep-1993
20000.0,B,65000.0,Dec-2015,Fully Paid,20.64,Dec-1998
13000.0,A,44000.0,Nov-2015,Fully Paid,20.1,Dec-2008
12000.0,B,130000.0,Nov-2015,Current,12.23,Oct-1995
10200.0,C,51000.0,Nov-2015,Current,30.94,Nov-2006
35000.0,C,150000.0,Nov-2015,Fully Paid,9.2,May-1998
8000.0,A,65000.0,Nov-2015,Fully Paid,8.47,Jul-2003
35000.0,C,140000.0,Nov-2015,Charged Off,9.62,Oct-1984
25150.0,E,63000.0,Nov-2015,Fully Paid,19.98,Apr-2007
20000.0,A,148000.0,Nov-2015,Fully Paid,13.48,Jan-2003
24000.0,C,185000.0,Nov-2015,Charged Off,15.17,Dec-1995
35000.0,C,139000.0,Dec-2015,Current,30.2,Nov-1991
10200.0,B,109000.0,Nov-2015,Fully Paid,6.76,Mar-2007
24000.0,B,65000.0,Dec-2015,Charged Off,14.86,Aug-2004
23000.0,A,53000.0,Nov-2015,Fully Paid,15.08,Jul-1995
10000.0,D,33000.0,Nov-2015,Charged Off,17.24,Sep-2011
4000.0,B,26000.0,Nov-2015,Charged Off,19.94,Jul-2002
16000.0,B,180000.0,Nov-2015,Fully Paid,20.01,Sep-1997
15000.0,C,104500.0,Nov-2015,Fully Paid,4.75,Mar-2002
35000.0,C,135000.0,Nov-2015,Fully Paid,16.53,Nov-1982
35000.0,D,127000.0,Nov-2015,Fully Paid,12.06,May-1994
11000.0,C,46000.0,Nov-2015,Charged Off,15.99,Oct-2007
11500.0,E,60000.0,Nov-2015,Fully Paid,9.56,Mar-2003
10000.0,B,50000.0,Nov-2015,Fully Paid,30.51,Jan-1973
35000.0,D,160000.0,Nov-2015,Charged Off,19.38,Sep-1992
3000.0,A,24000.0,Dec-2015,Charged Off,22.0,Apr-1999
5000.0,A,55000.0,Nov-2015,Fully Paid,15.36,Apr-2002
27000.0,D,75000.0,Nov-2015,Fully Paid,13.04,Oct-2009
12000.0,C,77500.0,Nov-2015,Current,34.71,Feb-2003
35000.0,C,120000.0,Nov-2015,Current,28.98,Oct-2001
1000.0,C,95000.0,Nov-2015,Fully Paid,13.24,Oct-1996
16800.0,A,49000.0,Nov-2015,Fully Paid,21.53,Mar-2005
5750.0,C,45000.0,Nov-2015,Fully Paid,22.93,Sep-2001
28000.0,A,115000.0,Nov-2015,Fully Paid,21.34,Feb-1997
3000.0,C,64000.0,Nov-2015,Fully Paid,27.53,Sep-1992
14000.0,A,125000.0,Nov-2015,Fully Paid,6.99,Apr-2001
7200.0,C,110000.0,Nov-2015,Fully Paid,19.31,Apr-2002
20000.0,E,54250.0,Nov-2015,Current,27.54,Feb-1998
8000.0,B,55000.0,Nov-2015,Fully Paid,24.1,Feb-1990
1200.0,C,25000.0,Dec-2015,Fully Paid,16.13,Jan-1986
7000.0,E,50000.0,Nov-2015,Charged Off,21.58,May-1989
8800.0,B,135000.0,Nov-2015,Fully Paid,13.49,Aug-1998
23200.0,A,192000.0,Nov-2015,Fully Paid,3.18,Feb-1999
11600.0,E,29000.0,Nov-2015,Fully Paid,28.44,Oct-2008
10175.0,C,40000.0,Nov-2015,Charged Off,16.26,Nov-1985
30000.0,E,75000.0,Nov-2015,Charged Off,20.56,Jul-2000
14000.0,C,75000.0,Nov-2015,Charged Off,31.63,Jun-1998
21000.0,C,150000.0,Dec-2015,Charged Off,28.39,Sep-2003
10000.0,B,42000.0,Nov-2015,Fully Paid,25.23,Jan-1987
12000.0,C,50000.0,Dec-2015,Current,29.25,Aug-1990
28000.0,E,93000.0,Nov-2015,Fully Paid,4.53,Apr-2004
5000.0,B,42000.0,Nov-2015,Fully Paid,15.74,Mar-1999
5600.0,B,78000.0,Nov-2015,Fully Paid,3.68,Oct-1990
15000.0,B,60000.0,Nov-2015,Charged Off,14.26,Jun-2007
10000.0,C,64000.0,Dec-2015,Fully Paid,15.11,Dec-2003
15200.0,C,75000.0,Nov-2015,Charged Off,19.12,Jun-2005
15000.0,A,75000.0,Nov-2015,Fully Paid,28.98,Mar-1981
5025.0,C,12000.0,Nov-2015,Fully Paid,12.2,Mar-2006
4500.0,B,60000.0,Dec-2015,Fully Paid,18.4,May-2001
5000.0,A,71000.0,Nov-2015,Fully Paid,30.71,May-1995
16000.0,C,62000.0,Dec-2015,Current,2.11,Jun-1992
10000.0,C,95000.0,Nov-2015,Fully Paid,3.65,Mar-2006
30000.0,E,86000.0,Dec-2015,Current,20.96,Feb-1994
18225.0,D,43000.0,Nov-2015,Charged Off,23.36,Nov-2002
28000.0,A,210000.0,Nov-2015,Fully Paid,7.72,Nov-1999
8000.0,B,40000.0,Nov-2015,Charged Off,15.06,Mar-1999
2000.0,B,65720.0,Dec-2015,Charged Off,8.8,Sep-2002
2000.0,D,26448.0,Dec-2015,Charged Off,34.81,Jan-1982
5000.0,D,49920.0,Nov-2015,Fully Paid,18.29,Nov-2001
5000.0,A,55000.0,Nov-2015,Fully Paid,10.12,Aug-2005
24000.0,B,98000.0,Nov-2015,Fully Paid,33.85,Jul-1999
20000.0,B,65000.0,Nov-2015,Current,11.74,Aug-1993
11200.0,C,80000.0,Nov-2015,Fully Paid,28.71,Nov-2003
21000.0,B,92000.0,Nov-2015,Fully Paid,17.94,Sep-1995
10000.0,B,40000.0,Nov-2015,Fully Paid,16.92,Nov-2009
6200.0,A,66551.34,Nov-2015,Fully Paid,23.48,Oct-1979
12000.0,C,79404.0,Nov-2015,Current,6.68,May-1993
35000.0,A,250000.0,Dec-2015,Fully Paid,9.64,Sep-1999
10000.0,C,28000.0,Dec-2015,Current,17.7,Nov-1999
10000.0,C,45000.0,Nov-2015,Charged Off,11.71,Aug-2010
24000.0,B,95000.0,Nov-2015,Fully Paid,11.42,Jan-1993
20925.0,C,70000.0,Nov-2015,Fully Paid,24.21,Jun-1999
16000.0,C,58000.0,Nov-2015,Fully Paid,14.28,Oct-2002
8000.0,B,40000.0,Nov-2015,Fully Paid,25.83,Dec-2005
30000.0,B,85000.0,Nov-2015,Fully Paid,17.45,Aug-1994
9600.0,C,70000.0,Nov-2015,Fully Paid,10.7,Sep-1993
26000.0,D,90000.0,Dec-2015,Fully Paid,11.43,Aug-1993
10000.0,C,50000.0,Nov-2015,Fully Paid,20.84,Oct-1999
14425.0,C,99800.0,Nov-2015,Fully Paid,22.28,Mar-2000
30000.0,E,140000.0,Nov-2015,Fully Paid,28.27,Nov-1995
20600.0,C,70000.0,Dec-2015,Fully Paid,13.49,May-2011
5000.0,C,65000.0,Nov-2015,Charged Off,31.33,May-2005
25000.0,D,65000.0,Dec-2015,Fully Paid,15.06,Aug-2007
6000.0,B,25000.0,Nov-2015,Charged Off,24.34,Feb-2000
12000.0,B,70000.0,Nov-2015,Fully Paid,19.85,Jul-1993
7700.0,B,90000.0,Dec-2015,Fully Paid,17.71,Jan-1992
24000.0,D,60000.0,Nov-2015,Charged Off,35.72,Aug-2000
12000.0,E,46284.0,Dec-2015,Fully Paid,25.23,Jul-1978
32000.0,D,200000.0,Nov-2015,Charged Off,6.99,Mar-2005
6000.0,B,30000.0,Nov-2015,Fully Paid,6.36,Dec-2004
9000.0,A,70000.0,Nov-2015,Fully Paid,14.4,Jun-1990
5000.0,B,60000.0,Nov-2015,Fully Paid,13.04,May-1995
4800.0,B,22000.0,Nov-2015,Charged Off,26.71,Oct-2000
35000.0,C,153000.0,Nov-2015,Fully Paid,14.17,Nov-2001
24000.0,B,100000.0,Nov-2015,Fully Paid,6.61,Apr-1997
9175.0,B,18360.0,Nov-2015,Charged Off,30.13,May-2003
15425.0,E,70000.0,Nov-2015,Charged Off,37.93,Jan-2003
20000.0,B,59000.0,Nov-2015,Current,19.63,Dec-1993
8000.0,B,45000.0,Nov-2015,Fully Paid,37.84,Mar-1990
23925.0,E,63000.0,Nov-2015,Charged Off,8.44,Apr-1999
7000.0,B,65000.0,Nov-2015,Fully Paid,14.96,May-1993
11000.0,A,170000.0,Nov-2015,Fully Paid,9.59,Sep-1996
5075.0,D,70000.0,Nov-2015,Charged Off,11.11,Apr-2012
33000.0,B,180000.0,Nov-2015,Fully Paid,21.3,Apr-1999
16000.0,C,95000.0,Nov-2015,Fully Paid,22.21,Feb-2000
25000.0,D,63300.0,Nov-2015,Fully Paid,21.18,Sep-2004
17000.0,D,44000.0,Dec-2015,Fully Paid,37.86,Feb-2008
15000.0,A,65000.0,Dec-2015,Fully Paid,26.57,Apr-2006
15000.0,B,85000.0,Dec-2015,Fully Paid,18.16,Feb-2005
35000.0,B,125000.0,Dec-2015,Charged Off,25.35,Nov-1998
25000.0,A,78000.0,Nov-2015,Fully Paid,26.75,Nov-2001
22400.0,C,60000.0,Nov-2015,Current,25.3,Aug-1997
6525.0,C,55000.0,Nov-2015,Charged Off,12.55,Jun-2003
10000.0,B,100000.0,Nov-2015,Fully Paid,18.51,Jul-1994
20000.0,C,72000.0,Nov-2015,Fully Paid,15.2,Dec-2004
3000.0,A,300000.0,Nov-2015,Fully Paid,10.18,Aug-1993
9000.0,C,40000.0,Dec-2015,Charged Off,11.94,Jan-2002
5000.0,C,35000.0,Nov-2015,Charged Off,14.2,Dec-2006
2800.0,B,104899.0,Nov-2015,Fully Paid,23.85,Apr-2003
4000.0,B,47600.0,Nov-2015,Charged Off,25.92,Aug-1998
